reporting_date,state,industry,turnover_millions
1/12/2011,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",310.7
1/12/2011,Queensland ,Other retailing n.e.c. ,277.0
1/12/2011,Queensland ,Other retailing ,845.2
1/12/2011,Queensland ,"Cafes, restaurants and catering services ",295.7
1/12/2011,Queensland ,Takeaway food services ,264.3
1/12/2011,Queensland ,"Cafes, restaurants and takeaway food services ",560.0
1/12/2011,South Australia ,Supermarket and grocery stores ,580.2
1/12/2011,South Australia ,Liquor retailing ,69.4
1/12/2011,South Australia ,Other specialised food retailing ,78.2
1/12/2011,South Australia ,Food retailing ,727.8
1/12/2011,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",68.6
1/12/2011,South Australia ,Electrical and electronic goods retailing ,156.4
1/12/2011,South Australia ,"Hardware, building and garden supplies retailing ",107.2
1/12/2011,South Australia ,Household goods retailing ,332.2
1/12/2011,South Australia ,Clothing retailing ,90.4
1/12/2011,South Australia ,Footwear and other personal accessory retailing ,65.7
1/12/2011,South Australia ,"Clothing, footwear and personal accessory retailing ",156.1
1/12/2011,South Australia ,Department stores ,212.4
1/12/2011,South Australia ,Newspaper and book retailing ,35.9
1/12/2011,South Australia ,Other recreational goods retailing ,39.9
1/12/2011,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",118.1
1/12/2011,South Australia ,Other retailing n.e.c. ,91.4
1/12/2011,South Australia ,Other retailing ,285.3
1/12/2011,South Australia ,"Cafes, restaurants and catering services ",84.2
1/12/2011,South Australia ,Takeaway food services ,71.2
1/12/2011,South Australia ,"Cafes, restaurants and takeaway food services ",155.5
1/12/2011,Western Australia ,Supermarket and grocery stores ,910.5
1/12/2011,Western Australia ,Liquor retailing ,168.5
1/12/2011,Western Australia ,Other specialised food retailing ,73.1
1/12/2011,Western Australia ,Food retailing ,1152.1
1/12/2011,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",179.7
1/12/2011,Western Australia ,Electrical and electronic goods retailing ,276.8
1/12/2011,Western Australia ,"Hardware, building and garden supplies retailing ",147.7
1/12/2011,Western Australia ,Household goods retailing ,604.2
1/12/2011,Western Australia ,Clothing retailing ,142.7
1/12/2011,Western Australia ,Footwear and other personal accessory retailing ,103.5
1/12/2011,Western Australia ,"Clothing, footwear and personal accessory retailing ",246.2
1/12/2011,Western Australia ,Department stores ,320.8
1/12/2011,Western Australia ,Newspaper and book retailing ,40.6
1/12/2011,Western Australia ,Other recreational goods retailing ,90.3
1/12/2011,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",133.4
1/12/2011,Western Australia ,Other retailing n.e.c. ,156.3
1/12/2011,Western Australia ,Other retailing ,420.7
1/12/2011,Western Australia ,"Cafes, restaurants and catering services ",267.8
1/12/2011,Western Australia ,Takeaway food services ,145.1
1/12/2011,Western Australia ,"Cafes, restaurants and takeaway food services ",412.9
1/12/2011,Tasmania ,Supermarket and grocery stores ,170.4
1/12/2011,Tasmania ,Liquor retailing ,21.4
1/12/2011,Tasmania ,Other specialised food retailing ,21.7
1/12/2011,Tasmania ,Food retailing ,213.4
1/12/2011,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",27.4
1/12/2011,Tasmania ,Electrical and electronic goods retailing ,37.1
1/12/2011,Tasmania ,"Hardware, building and garden supplies retailing ",30.8
1/12/2011,Tasmania ,Household goods retailing ,95.3
1/12/2011,Tasmania ,Clothing retailing ,36.0
1/12/2011,Tasmania ,Footwear and other personal accessory retailing ,10.1
1/12/2011,Tasmania ,"Clothing, footwear and personal accessory retailing ",46.1
1/12/2011,Tasmania ,Newspaper and book retailing ,12.3
1/12/2011,Tasmania ,Other recreational goods retailing ,17.8
1/12/2011,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",48.4
1/12/2011,Tasmania ,"Cafes, restaurants and catering services ",21.7
1/12/2011,Tasmania ,Takeaway food services ,27.0
1/12/2011,Tasmania ,"Cafes, restaurants and takeaway food services ",48.7
1/12/2011,Northern Territory ,Supermarket and grocery stores ,93.4
1/12/2011,Northern Territory ,Food retailing ,99.7
1/12/2011,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",8.9
1/12/2011,Northern Territory ,Electrical and electronic goods retailing ,24.3
1/12/2011,Northern Territory ,"Hardware, building and garden supplies retailing ",15.5
1/12/2011,Northern Territory ,Household goods retailing ,48.7
1/12/2011,Northern Territory ,Clothing retailing ,8.7
1/12/2011,Northern Territory ,Footwear and other personal accessory retailing ,8.4
1/12/2011,Northern Territory ,"Clothing, footwear and personal accessory retailing ",17.1
1/12/2011,Northern Territory ,Newspaper and book retailing ,3.5
1/12/2011,Northern Territory ,Other recreational goods retailing ,7.0
1/12/2011,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",6.0
1/12/2011,Northern Territory ,"Cafes, restaurants and catering services ",17.5
1/12/2011,Northern Territory ,Takeaway food services ,22.0
1/12/2011,Northern Territory ,"Cafes, restaurants and takeaway food services ",39.5
1/12/2011,Australian Capital Territory ,Supermarket and grocery stores ,154.4
1/12/2011,Australian Capital Territory ,Liquor retailing ,19.4
1/12/2011,Australian Capital Territory ,Other specialised food retailing ,14.6
1/12/2011,Australian Capital Territory ,Food retailing ,188.4
1/12/2011,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",27.0
1/12/2011,Australian Capital Territory ,Electrical and electronic goods retailing ,45.0
1/12/2011,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",27.6
1/12/2011,Australian Capital Territory ,Household goods retailing ,99.7
1/12/2011,Australian Capital Territory ,Clothing retailing ,26.2
1/12/2011,Australian Capital Territory ,Footwear and other personal accessory retailing ,15.9
1/12/2011,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",42.1
1/12/2011,Australian Capital Territory ,Department stores ,55.0
1/12/2011,Australian Capital Territory ,Newspaper and book retailing ,6.7
1/12/2011,Australian Capital Territory ,Other recreational goods retailing ,17.6
1/12/2011,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",13.4
1/12/2011,Australian Capital Territory ,Other retailing n.e.c. ,16.1
1/12/2011,Australian Capital Territory ,Other retailing ,53.9
1/12/2011,Australian Capital Territory ,"Cafes, restaurants and catering services ",28.4
1/12/2011,Australian Capital Territory ,Takeaway food services ,20.6
1/12/2011,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",48.9
1/01/2012,New South Wales ,Supermarket and grocery stores ,2138.1
1/01/2012,New South Wales ,Liquor retailing ,265.2
1/01/2012,New South Wales ,Other specialised food retailing ,188.1
1/01/2012,New South Wales ,Food retailing ,2591.3
1/01/2012,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",336.3
1/01/2012,New South Wales ,Electrical and electronic goods retailing ,407.8
1/01/2012,New South Wales ,"Hardware, building and garden supplies retailing ",334.0
1/01/2012,New South Wales ,Household goods retailing ,1078.1
1/01/2012,New South Wales ,Clothing retailing ,342.5
1/01/2012,New South Wales ,Footwear and other personal accessory retailing ,169.1
1/01/2012,New South Wales ,"Clothing, footwear and personal accessory retailing ",511.6
1/01/2012,New South Wales ,Department stores ,438.9
1/01/2012,New South Wales ,Newspaper and book retailing ,114.3
1/01/2012,New South Wales ,Other recreational goods retailing ,108.4
1/01/2012,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",287.4
1/01/2012,New South Wales ,Other retailing n.e.c. ,288.6
1/01/2012,New South Wales ,Other retailing ,798.7
1/01/2012,New South Wales ,"Cafes, restaurants and catering services ",531.9
1/01/2012,New South Wales ,Takeaway food services ,367.2
1/01/2012,New South Wales ,"Cafes, restaurants and takeaway food services ",899.1
1/01/2012,Victoria ,Supermarket and grocery stores ,1737.0
1/01/2012,Victoria ,Liquor retailing ,176.6
1/01/2012,Victoria ,Other specialised food retailing ,141.2
1/01/2012,Victoria ,Food retailing ,2054.8
1/01/2012,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",231.3
1/01/2012,Victoria ,Electrical and electronic goods retailing ,383.8
1/01/2012,Victoria ,"Hardware, building and garden supplies retailing ",297.0
1/01/2012,Victoria ,Household goods retailing ,912.1
1/01/2012,Victoria ,Clothing retailing ,290.4
1/01/2012,Victoria ,Footwear and other personal accessory retailing ,181.5
1/01/2012,Victoria ,"Clothing, footwear and personal accessory retailing ",472.0
1/01/2012,Victoria ,Department stores ,317.2
1/01/2012,Victoria ,Newspaper and book retailing ,79.4
1/01/2012,Victoria ,Other recreational goods retailing ,76.5
1/01/2012,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",294.8
1/01/2012,Victoria ,Other retailing n.e.c. ,314.3
1/01/2012,Victoria ,Other retailing ,765.0
1/01/2012,Victoria ,"Cafes, restaurants and catering services ",354.0
1/01/2012,Victoria ,Takeaway food services ,284.4
1/01/2012,Victoria ,"Cafes, restaurants and takeaway food services ",638.4
1/01/2012,Queensland ,Supermarket and grocery stores ,1514.0
1/01/2012,Queensland ,Food retailing ,1850.2
1/01/2012,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",167.1
1/01/2012,Queensland ,Electrical and electronic goods retailing ,277.8
1/01/2012,Queensland ,"Hardware, building and garden supplies retailing ",223.0
1/01/2012,Queensland ,Household goods retailing ,667.9
1/01/2012,Queensland ,Clothing retailing ,173.4
1/01/2012,Queensland ,Footwear and other personal accessory retailing ,89.3
1/01/2012,Queensland ,"Clothing, footwear and personal accessory retailing ",262.6
1/01/2012,Queensland ,Department stores ,279.5
1/01/2012,Queensland ,Newspaper and book retailing ,94.7
1/01/2012,Queensland ,Other recreational goods retailing ,81.0
1/01/2012,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",230.0
1/01/2012,Queensland ,Other retailing n.e.c. ,222.0
1/01/2012,Queensland ,Other retailing ,627.8
1/01/2012,Queensland ,"Cafes, restaurants and catering services ",287.5
1/01/2012,Queensland ,Takeaway food services ,254.7
1/01/2012,Queensland ,"Cafes, restaurants and takeaway food services ",542.2
1/01/2012,South Australia ,Supermarket and grocery stores ,530.9
1/01/2012,South Australia ,Liquor retailing ,42.5
1/01/2012,South Australia ,Other specialised food retailing ,51.5
1/01/2012,South Australia ,Food retailing ,624.9
1/01/2012,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",57.6
1/01/2012,South Australia ,Electrical and electronic goods retailing ,104.4
1/01/2012,South Australia ,"Hardware, building and garden supplies retailing ",78.0
1/01/2012,South Australia ,Household goods retailing ,240.0
1/01/2012,South Australia ,Clothing retailing ,49.7
1/01/2012,South Australia ,Footwear and other personal accessory retailing ,39.0
1/01/2012,South Australia ,"Clothing, footwear and personal accessory retailing ",88.7
1/01/2012,South Australia ,Department stores ,107.2
1/01/2012,South Australia ,Newspaper and book retailing ,20.2
1/01/2012,South Australia ,Other recreational goods retailing ,19.1
1/01/2012,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",87.3
1/01/2012,South Australia ,Other retailing n.e.c. ,66.8
1/01/2012,South Australia ,Other retailing ,193.4
1/01/2012,South Australia ,"Cafes, restaurants and catering services ",79.7
1/01/2012,South Australia ,Takeaway food services ,71.3
1/01/2012,South Australia ,"Cafes, restaurants and takeaway food services ",151.0
1/01/2012,Western Australia ,Supermarket and grocery stores ,808.0
1/01/2012,Western Australia ,Liquor retailing ,104.4
1/01/2012,Western Australia ,Other specialised food retailing ,58.8
1/01/2012,Western Australia ,Food retailing ,971.2
1/01/2012,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",138.3
1/01/2012,Western Australia ,Electrical and electronic goods retailing ,189.2
1/01/2012,Western Australia ,"Hardware, building and garden supplies retailing ",126.2
1/01/2012,Western Australia ,Household goods retailing ,453.7
1/01/2012,Western Australia ,Clothing retailing ,83.1
1/01/2012,Western Australia ,Footwear and other personal accessory retailing ,58.0
1/01/2012,Western Australia ,"Clothing, footwear and personal accessory retailing ",141.1
1/01/2012,Western Australia ,Department stores ,152.3
1/01/2012,Western Australia ,Newspaper and book retailing ,40.3
1/01/2012,Western Australia ,Other recreational goods retailing ,55.5
1/01/2012,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",107.3
1/01/2012,Western Australia ,Other retailing n.e.c. ,114.2
1/01/2012,Western Australia ,Other retailing ,317.3
1/01/2012,Western Australia ,"Cafes, restaurants and catering services ",235.0
1/01/2012,Western Australia ,Takeaway food services ,141.7
1/01/2012,Western Australia ,"Cafes, restaurants and takeaway food services ",376.8
1/01/2012,Tasmania ,Supermarket and grocery stores ,156.0
1/01/2012,Tasmania ,Liquor retailing ,14.9
1/01/2012,Tasmania ,Other specialised food retailing ,19.1
1/01/2012,Tasmania ,Food retailing ,189.9
1/01/2012,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",17.6
1/01/2012,Tasmania ,Electrical and electronic goods retailing ,24.2
1/01/2012,Tasmania ,"Hardware, building and garden supplies retailing ",25.7
1/01/2012,Tasmania ,Household goods retailing ,67.5
1/01/2012,Tasmania ,Clothing retailing ,20.2
1/01/2012,Tasmania ,Footwear and other personal accessory retailing ,5.3
1/01/2012,Tasmania ,"Clothing, footwear and personal accessory retailing ",25.5
1/01/2012,Tasmania ,Newspaper and book retailing ,9.9
1/01/2012,Tasmania ,Other recreational goods retailing ,11.8
1/01/2012,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",32.1
1/01/2012,Tasmania ,"Cafes, restaurants and catering services ",17.3
1/01/2012,Tasmania ,Takeaway food services ,22.0
1/01/2012,Tasmania ,"Cafes, restaurants and takeaway food services ",39.4
1/01/2012,Northern Territory ,Supermarket and grocery stores ,84.5
1/01/2012,Northern Territory ,Food retailing ,89.3
1/01/2012,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",8.7
1/01/2012,Northern Territory ,Electrical and electronic goods retailing ,17.3
1/01/2012,Northern Territory ,"Hardware, building and garden supplies retailing ",14.3
1/01/2012,Northern Territory ,Household goods retailing ,40.3
